Sample	Bacillariophyta	Bolidophyceae	Chrysophyceae	Dictyochophyceae	Pelagophyceae	Phaeophyceae	Pinguiophyceae	Raphidophyceae	Strameno_all	Photo_all	depth_level	station	template	fraction	ntags	Month	Latitude	Longitude	sampling_depth	date	chloro_hplc	tara_NO2	tara_PO4	NO2NO3	tara_SI	tara_temp	tara_salinity
TV9_125	107560	1	13	18	305	1	5	0	107903	110244	DCM	102	D	20-180	1750577	apr	-5.252366667	-85.16091667	40	22-Apr-2011 19:51:38	0.728939	1.202	1.862	24.365	10.505	19.362	34.858
TV9_121	60072	225	474	426	2031	39	4	0	63271	68592	SUR	102	D	20-180	1745263	apr	-5.252366667	-85.16091667	3	21-Apr-2011 20:16:14	0.238224	0.307	0.986	12.373	4.948	25.200	34.707
TV9_37	3237	2	12	72	2	0	1	0	3326	3430	DCM	109	WGA/D	5-20	2099459	may	1.491883333	-84.58245	40	13-May-2011 00:00:49	0.737378	0.167	0.625	6.269	4.085	25.268	34.581
TV9_32	16958	1672	8071	20387	34306	537	18	15	81964	270031	SUR	109	D	5-20	2310946	may	1.491883333	-84.58245	3	12-May-2011 16:15:23	0.241809	0.044	0.260	0.894	1.774	27.927	33.169
TV9_264	1840	332	4951	27	71	15	11	0	7247	8750	DCM	109	D	0.8-5	2110359	may	1.491883333	-84.58245	47	13-May-2011 00:00:49	0.737378	0.167	0.625	6.269	4.085	25.268	34.581
TV9_34	20991	1117	5556	10625	26819	310	15	1	65434	142405	SUR	109	D	0.8-5	1887660	may	1.491883333	-84.58245	3	12-May-2011 16:15:23	0.241809	0.044	0.260	0.894	1.774	27.927	33.169
TV9_36	28801	2	5	8	209	0	8	0	29033	32485	DCM	109	D	180-2000	2625966	may	1.491883333	-84.58245	40	13-May-2011 00:00:49	0.737378	0.167	0.625	6.269	4.085	25.268	34.581
TV9_31	770	92	19	1182	2648	10	1	0	4722	7484	SUR	109	D	180-2000	1610990	may	1.491883333	-84.58245	3	12-May-2011 16:15:23	0.241809	0.044	0.260	0.894	1.774	27.927	33.169
TV9_39	63949	2	26	46	341	0	50	0	64414	72292	DCM	109	D	20-180	2231093	may	1.491883333	-84.58245	40	13-May-2011 00:00:49	0.737378	0.167	0.625	6.269	4.085	25.268	34.581
TV9_35	15628	5	17	26	197	0	0	0	15873	17700	SUR	109	D	20-180	1657078	may	1.491883333	-84.58245	3	12-May-2011 16:15:23	0.241809	0.044	0.260	0.894	1.774	27.927	33.169
TV9_327	18800	475	2334	5013	4664	46	0	0	31332	52430	DCM	111	D	5-20	1546461	may	-16.9619	-100.696	88.9896	31-May-2011 21:23:09	0.378549	0.191	0.438	0.960	0.929	20.205	35.718
TV9_334	35551	11	85	355	250	3	2	0	36257	39761	SUR	111	D	5-20	1577068	may	-16.9619	-100.696	5.64618	31-May-2011 16:06:16	0.132401	0.040	0.500	2.677	1.048	22.785	35.992
TV9_325	4402	85	933	7169	18291	116	3	0	30999	69623	DCM	111	D	0.8-5	1357895	may	-16.9619	-100.696	88.9896	31-May-2011 21:23:09	0.378549	0.191	0.438	0.960	0.929	20.205	35.718
TV9_332	7144	890	2614	10789	8878	145	3	0	30463	102555	SUR	111	D	0.8-5	1666223	may	-16.9619	-100.696	5.64618	31-May-2011 16:06:16	0.132401	0.040	0.500	2.677	1.048	22.785	35.992
TV9_329	243	1	58	21	20	0	6	0	349	538	DCM	111	D	180-2000	1870857	may	-16.9619	-100.696	88.9896	31-May-2011 21:23:09	0.378549	0.191	0.438	0.960	0.929	20.205	35.718
TV9_335	656	3	13	188	448	3	0	0	1311	2315	SUR	111	D	180-2000	1679135	may	-16.9619	-100.696	5.64618	31-May-2011 16:06:16	0.132401	0.040	0.500	2.677	1.048	22.785	35.992
TV9_328	12716	0	2	9	176	0	0	0	12903	14497	DCM	111	D	20-180	1764373	may	-16.9619	-100.696	88.9896	31-May-2011 21:23:09	0.378549	0.191	0.438	0.960	0.929	20.205	35.718
TV9_336	24111	0	2	7	152	0	2	0	24274	25868	SUR	111	D	20-180	1663101	may	-16.9619	-100.696	5.64618	31-May-2011 16:06:16	0.132401	0.040	0.500	2.677	1.048	22.785	35.992
TV9_339	287272	0	3	230	104	0	0	0	287609	295310	DCM	122	D	5-20	2036916	jul	-8.97886	-139.198	113.252	28-Jul-2011 19:36:06	0.295808	0.105	0.590	3.121	1.849	25.469	35.808
TV9_346	195337	1	14	155	156	0	0	0	195663	205633	SUR	122	D	5-20	1892497	jul	-8.97886	-139.198	5.8596	26-Jul-2011 17:34:20	0.166512	0.119	0.569	5.458	2.188	26.580	35.365
TV9_337	34551	20	885	5009	9942	10	7	10	50434	85626	DCM	122	D	0.8-5	1810907	jul	-8.97886	-139.198	113.252	28-Jul-2011 19:36:06	0.295808	0.105	0.590	3.121	1.849	25.469	35.808
TV9_344	25473	647	2509	16975	15683	89	70	0	61446	175865	SUR	122	D	0.8-5	1729614	jul	-8.97886	-139.198	5.8596	26-Jul-2011 17:34:20	0.166512	0.119	0.569	5.458	2.188	26.580	35.365
TV9_341	963	0	0	3	29	0	0	0	995	1338	DCM	122	D	180-2000	1884498	jul	-8.97886	-139.198	113.252	28-Jul-2011 19:36:06	0.295808	0.105	0.590	3.121	1.849	25.469	35.808
TV9_348	1639	0	0	0	43	6	0	0	1688	2436	SUR	122	D	180-2000	2376093	jul	-8.97886	-139.198	5.8596	26-Jul-2011 17:34:20	0.166512	0.119	0.569	5.458	2.188	26.580	35.365
TV9_340	107658	0	2	35	82	0	0	0	107777	109468	DCM	122	D	20-180	2336606	jul	-8.97886	-139.198	113.252	28-Jul-2011 19:36:06	0.295808	0.105	0.590	3.121	1.849	25.469	35.808
TV9_347	122876	0	2	16	319	0	0	0	123213	126453	SUR	122	D	20-180	2031832	jul	-8.97886	-139.198	5.8596	26-Jul-2011 17:34:20	0.166512	0.119	0.569	5.458	2.188	26.580	35.365
TV9_351	168540	0	25	149	153	2	0	0	168869	173590	DCM	123	D	5-20	1073972	jul	-8.90406	-140.285	147.984	01-Aug-2011 20:13:34	0.051638	1.406	0.661	5.533	1.268	22.534	35.923
TV9_361	401397	0	1	65	125	0	0	0	401588	409131	SUR	123	D	5-20	2444429	jul	-8.90406	-140.285	5.53792	31-Jul-2011 17:24:32	0.319103	0.144	19.816	30.278	1.128	27.940	33.543
TV9_349	4739	31	772	1950	6327	89	0	6	13914	27756	DCM	123	D	0.8-5	1210479	jul	-8.90406	-140.285	147.984	01-Aug-2011 20:13:34	0.051638	1.406	0.661	5.533	1.268	22.534	35.923
TV9_359	101532	734	382	12753	25202	670	0	6	141279	228782	SUR	123	D	0.8-5	1462371	jul	-8.90406	-140.285	5.53792	31-Jul-2011 17:24:32	0.319103	0.144	19.816	30.278	1.128	27.940	33.543
TV9_353	222	0	0	0	14	1	0	0	237	377	DCM	123	D	180-2000	1293205	jul	-8.90406	-140.285	147.984	01-Aug-2011 20:13:34	0.051638	1.406	0.661	5.533	1.268	22.534	35.923
TV9_363	2003	0	1	0	4	0	0	0	2008	2692	SUR	123	D	180-2000	3152601	jul	-8.90406	-140.285	5.53792	31-Jul-2011 17:24:32	0.319103	0.144	19.816	30.278	1.128	27.940	33.543
TV9_352	10898	0	0	2	35	0	0	0	10935	11538	DCM	123	D	20-180	1332858	jul	-8.90406	-140.285	147.984	01-Aug-2011 20:13:34	0.051638	1.406	0.661	5.533	1.268	22.534	35.923
TV9_362	46985	0	1	3	134	0	0	0	47123	48908	SUR	123	D	20-180	2246760	jul	-8.90406	-140.285	5.53792	31-Jul-2011 17:24:32	0.319103	0.144	19.816	30.278	1.128	27.940	33.543
TV9_371	40357	0	8	103	35	0	0	0	40503	41410	SUR	124	D	5-20	1231723	aug	-9.06736	-140.62	9.8985	05-Aug-2011 00:27:55	0.286662	0.172	0.627	6.212	2.554	26.565	35.405
TV9_364	10611	22	4039	3270	8985	103	0	20	27050	56263	DCM	124	D	0.8-5	1925474	aug	-9.06736	-140.62	118.282	05-Aug-2011 19:30:32	0.127609	0.338	0.500	1.699	1.578	24.684	36.081
TV9_368	20577	648	1817	4755	13696	72	4	2	41571	107707	SUR	124	D	0.8-5	1258467	aug	-9.06736	-140.62	9.8985	05-Aug-2011 00:27:55	0.286662	0.172	0.627	6.212	2.554	26.565	35.405
TV9_366	777	1	6	67	143	3	0	1	998	1497	DCM	124	D	180-2000	1258769	aug	-9.06736	-140.62	118.282	05-Aug-2011 19:30:32	0.127609	0.338	0.500	1.699	1.578	24.684	36.081
TV9_373	208	0	0	0	5	0	0	0	213	235	SUR	124	D	180-2000	911673	aug	-9.06736	-140.62	9.8985	05-Aug-2011 00:27:55	0.286662	0.172	0.627	6.212	2.554	26.565	35.405
TV9_372	14174	0	0	0	54	0	0	0	14228	14498	SUR	124	D	20-180	1149704	aug	-9.06736	-140.62	9.8985	05-Aug-2011 00:27:55	0.286662	0.172	0.627	6.212	2.554	26.565	35.405
TV9_376	94339	0	2	21	30	0	0	0	94392	97254	DCM	125	D	5-20	2075425	aug	-8.8997	-142.582	138.169	09-Aug-2011 19:06:03	0.020173	0.063	0.559	3.217	1.321	23.579	36.242
TV9_381	36108	0	0	5	34	0	0	0	36147	37450	SUR	125	D	5-20	1921778	aug	-8.8997	-142.582	5.45642	08-Aug-2011 17:38:54	0.233673	0.195	0.556	3.728	1.802	26.869	35.421
TV9_374	1108	0	2129	392	242	22	0	3	3896	6043	DCM	125	D	0.8-5	2013280	aug	-8.8997	-142.582	138.169	09-Aug-2011 19:06:03	0.020173	0.063	0.559	3.217	1.321	23.579	36.242
TV9_379	5922	588	6202	12967	37593	505	0	0	63777	143104	SUR	125	D	0.8-5	1875598	aug	-8.8997	-142.582	5.45642	08-Aug-2011 17:38:54	0.233673	0.195	0.556	3.728	1.802	26.869	35.421
TV9_378	1156	0	3	2	14	0	0	0	1175	1268	DCM	125	D	180-2000	2144312	aug	-8.8997	-142.582	138.169	09-Aug-2011 19:06:03	0.020173	0.063	0.559	3.217	1.321	23.579	36.242
TV9_383	381	5	1328	170	305	20	0	0	2209	3777	SUR	125	D	180-2000	2078683	aug	-8.8997	-142.582	5.45642	08-Aug-2011 17:38:54	0.233673	0.195	0.556	3.728	1.802	26.869	35.421
TV9_377	11757	0	1	2	40	0	0	0	11800	12279	DCM	125	D	20-180	2476721	aug	-8.8997	-142.582	138.169	09-Aug-2011 19:06:03	0.020173	0.063	0.559	3.217	1.321	23.579	36.242
TV9_382	12856	0	1	3	49	0	0	0	12909	13234	SUR	125	D	20-180	2061811	aug	-8.8997	-142.582	5.45642	08-Aug-2011 17:38:54	0.233673	0.195	0.556	3.728	1.802	26.869	35.421
